chr,pos,marker
2,13697.96315,h2tg000002l_10376836
2,13702.05999,h2tg000002l_10377318
2,13707.48693,h2tg000002l_10395188
2,13707.49313,h2tg000002l_10395320
2,13723.94467,h2tg000002l_10411747
2,13724.66435,h2tg000002l_10411759
2,13730.94388,h2tg000002l_10429113
2,13743.39553,h2tg000002l_10437713
2,13743.41242,h2tg000002l_10437729
2,13756.744,h2tg000002l_10446742
2,13756.7441,h2tg000002l_10446754
2,13756.74414,h2tg000002l_10446760
2,13756.74416,h2tg000002l_10446763
2,13756.74422,h2tg000002l_10446771
2,13756.74425,h2tg000002l_10446773
2,13795.65837,h2tg000002l_10449583
2,13795.6584,h2tg000002l_10449593
2,13800.1952,h2tg000002l_10451404
2,13800.1952,h2tg000002l_10451428
2,13800.1952,h2tg000002l_10451431
2,13825.09286,h2tg000002l_10456947
2,13825.17724,h2tg000002l_10456981
2,13825.22186,h2tg000002l_10456999
2,13825.53645,h2tg000002l_10457125
2,13831.89969,h2tg000002l_10457771
2,13834.73179,h2tg000002l_10458666
2,13851.38607,h2tg000002l_10494558
2,13852.15949,h2tg000002l_10496780
2,13854.62426,h2tg000002l_10503548
2,13854.63108,h2tg000002l_10503568
2,13856.16875,h2tg000002l_10507896
2,13856.18383,h2tg000002l_10507912
2,13871.60739,h2tg000002l_10518988
2,13872.81598,h2tg000002l_10520955
2,13874.02648,h2tg000002l_10522925
2,13881.68508,h2tg000002l_10526265
2,13888.47905,h2tg000002l_10527946
2,13888.72062,h2tg000002l_10528360
2,13892.30899,h2tg000002l_10528993
2,13892.30929,h2tg000002l_10529076
2,13903.07619,h2tg000002l_10535700
2,13906.46546,h2tg000002l_10539486
2,13917.5883,h2tg000002l_10542780
2,13918.08356,h2tg000002l_10557413
2,13918.28462,h2tg000002l_10563393
2,13920.78712,h2tg000002l_10564326
2,13922.10451,h2tg000002l_10603930
2,13924.73772,h2tg000002l_10654777
2,13925.42264,h2tg000002l_10663003
2,13927.34011,h2tg000002l_10664394
2,13927.37645,h2tg000002l_10664868
2,13928.36392,h2tg000002l_10675314
2,13933.5084,h2tg000002l_10682685
2,13933.53618,h2tg000002l_10682697
2,13943.94159,h2tg000002l_10686159
2,13943.97169,h2tg000002l_10686172
2,13947.42184,h2tg000002l_10687537
2,13953.45989,h2tg000002l_10687558
2,13953.45989,h2tg000002l_10687566
2,13960.62269,h2tg000002l_10687578
2,13972.50714,h2tg000002l_10696756
2,13972.50715,h2tg000002l_10696769
2,13972.80073,h2tg000002l_10696796
2,14007.2512,h2tg000002l_10698303
2,14007.25315,h2tg000002l_10698414
2,14007.25316,h2tg000002l_10698423
2,14007.25316,h2tg000002l_10698464
2,14019.69772,h2tg000002l_10713549
2,14026.19082,h2tg000002l_10722618
2,14026.19125,h2tg000002l_10722643
2,14027.38067,h2tg000002l_10723658
2,14041.7323,h2tg000002l_10744925
2,14041.7323,h2tg000002l_10744934
2,14048.88415,h2tg000002l_10750489
2,14057.67848,h2tg000002l_10750528
2,14057.67848,h2tg000002l_10750529
2,14061.47069,h2tg000002l_10781587
2,14062.19095,h2tg000002l_10781949
2,14064.06208,h2tg000002l_10817449
2,14064.06343,h2tg000002l_10817476
2,14064.07197,h2tg000002l_10817646
2,14069.33508,h2tg000002l_10819333
2,14079.71534,h2tg000002l_10822255
2,14093.73072,h2tg000002l_10840400
2,14094.26912,h2tg000002l_10849093
2,14094.6058,h2tg000002l_10854553
2,14102.94341,h2tg000002l_10856485
2,14102.94342,h2tg000002l_10856500
2,14104.77726,h2tg000002l_10856650
2,14110.65451,h2tg000002l_10867952
2,14110.65452,h2tg000002l_10867975
2,14111.43591,h2tg000002l_10868074
2,14111.43591,h2tg000002l_10868082
2,14111.43591,h2tg000002l_10868122
2,14116.1931,h2tg000002l_10882921
2,14119.0582,h2tg000002l_10884519
2,14122.26421,h2tg000002l_10885148
2,14122.3363,h2tg000002l_10885250
2,14122.33701,h2tg000002l_10885251
2,14122.33771,h2tg000002l_10885252
2,14128.94783,h2tg000002l_10893197
2,14128.94783,h2tg000002l_10893204
2,14128.94783,h2tg000002l_10893205
2,14128.94783,h2tg000002l_10893207
2,14135.31542,h2tg000002l_10894867
2,14135.77959,h2tg000002l_10905335
2,14135.77959,h2tg000002l_10905375
2,14143.9704,h2tg000002l_10914278
2,14144.09359,h2tg000002l_10914425
2,14145.34876,h2tg000002l_10924252
2,14147.33157,h2tg000002l_10926409
2,14152.99019,h2tg000002l_10932021
2,14152.99019,h2tg000002l_10932023
2,14152.9902,h2tg000002l_10932048
2,14152.9902,h2tg000002l_10932049
2,14152.99549,h2tg000002l_10932075
2,14156.10734,h2tg000002l_10946349
2,14157.55895,h2tg000002l_10946516
2,14157.55895,h2tg000002l_10946517
2,14161.51455,h2tg000002l_10962530
2,14161.51567,h2tg000002l_10962535
2,14161.5217,h2tg000002l_10962562
2,14161.6988,h2tg000002l_10963351
2,14161.71567,h2tg000002l_10963573
2,14161.7159,h2tg000002l_10963576
2,14161.71696,h2tg000002l_10963590
2,14161.94122,h2tg000002l_10966527
2,14166.83971,h2tg000002l_10975661
2,14167.77974,h2tg000002l_10989721
2,14176.32216,h2tg000002l_10996482
2,14176.32274,h2tg000002l_10996498
2,14196.4448,h2tg000002l_10996663
2,14196.4448,h2tg000002l_10996665
2,14196.4448,h2tg000002l_10996667
2,14201.86922,h2tg000002l_10996668
2,14217.8156,h2tg000002l_10996733
2,14220.39536,h2tg000002l_11008935
2,14241.39599,h2tg000002l_11027161
2,14248.68397,h2tg000002l_11027193
2,14248.68398,h2tg000002l_11027197
2,14251.51953,h2tg000002l_11027202
2,14251.51953,h2tg000002l_11027206
2,14251.54349,h2tg000002l_11027320
2,14283.35199,h2tg000002l_11047720
2,14290.93845,h2tg000002l_11049097
2,14290.93845,h2tg000002l_11049104
2,14297.26487,h2tg000002l_11060802
2,14298.54477,h2tg000002l_11060838
2,14305.85216,h2tg000002l_11075763
2,14305.85234,h2tg000002l_11075829
2,14309.41162,h2tg000002l_11088297
2,14309.97437,h2tg000002l_11090498
3,0.002294,h2tg000003l_2294
3,0.019479769,h2tg000003l_2320
3,4.464215539,h2tg000003l_2472
3,6.762885326,h2tg000003l_168596
3,22.56318599,h2tg000003l_994712
3,25.18076531,h2tg000003l_1182402
3,25.51302876,h2tg000003l_1207611
3,25.51502891,h2tg000003l_1207764
3,26.20418038,h2tg000003l_1259590
3,26.23292052,h2tg000003l_1261787
3,50.66628926,h2tg000003l_1402078
3,54.32398886,h2tg000003l_1593723
3,108.6496888,h2tg000003l_1798670
3,108.6498398,h2tg000003l_1798690
3,108.6498696,h2tg000003l_1798703
3,152.2107895,h2tg000003l_1802210
3,163.4873581,h2tg000003l_1802938
3,164.8935682,h2tg000003l_1803088
3,169.8065145,h2tg000003l_1807579
3,177.4498052,h2tg000003l_1848647
3,177.4498148,h2tg000003l_1848799
3,187.6697277,h2tg000003l_1853981
3,187.6725471,h2tg000003l_1854123
3,200.8638879,h2tg000003l_1861709
3,200.8715458,h2tg000003l_1861855
3,201.2044744,h2tg000003l_1866132
3,202.9651873,h2tg000003l_1878067
3,202.9653933,h2tg000003l_1878128
3,211.6243041,h2tg000003l_1909488
3,211.7487232,h2tg000003l_1915105
3,213.1444107,h2tg000003l_1951039
3,213.2712756,h2tg000003l_1952479
3,213.6049314,h2tg000003l_1956246
3,215.4323116,h2tg000003l_1976098
3,215.4606305,h2tg000003l_1985293
3,220.1136898,h2tg000003l_1998412
3,220.1138223,h2tg000003l_1998949
3,220.1138229,h2tg000003l_1998967
3,231.8771701,h2tg000003l_2014063
3,231.8772686,h2tg000003l_2014127
3,236.2257023,h2tg000003l_2019988
3,236.6883397,h2tg000003l_2085235
3,236.7193406,h2tg000003l_2086202
3,237.0682124,h2tg000003l_2097012
3,237.0686908,h2tg000003l_2097031
3,237.9102835,h2tg000003l_2125408
3,239.8559347,h2tg000003l_2182103
3,239.8647096,h2tg000003l_2182304
3,251.1082188,h2tg000003l_2214705
3,251.2893386,h2tg000003l_2214831
3,251.3031045,h2tg000003l_2214846
3,297.7075038,h2tg000003l_2230273
3,302.0731713,h2tg000003l_2277316
3,302.5743915,h2tg000003l_2280056
3,302.5744267,h2tg000003l_2280078
3,302.5744584,h2tg000003l_2280108
3,349.6641753,h2tg000003l_2280197
3,353.0195146,h2tg000003l_2288061
3,353.0413513,h2tg000003l_2288570
3,353.0416944,h2tg000003l_2288578
3,354.1076536,h2tg000003l_2312949
3,354.1269096,h2tg000003l_2313543
3,354.1280524,h2tg000003l_2313594
3,355.927185,h2tg000003l_2378412
3,356.0506897,h2tg000003l_2383489
3,356.1261784,h2tg000003l_2386595
3,370.4482694,h2tg000003l_2421854
3,370.5654629,h2tg000003l_2422267
3,370.5654771,h2tg000003l_2422286
3,430.4392465,h2tg000003l_2426549
3,430.8302368,h2tg000003l_2432843
3,430.9338915,h2tg000003l_2439370
3,432.7217283,h2tg000003l_2442975
3,432.8278257,h2tg000003l_2448112
3,432.8717903,h2tg000003l_2456099
3,432.8873636,h2tg000003l_2462656
3,432.907134,h2tg000003l_2463874
3,444.225749,h2tg000003l_2539206
3,444.2272897,h2tg000003l_2539238
3,444.257462,h2tg000003l_2546527
3,444.3752032,h2tg000003l_2631082
3,446.3220279,h2tg000003l_2631976
3,447.4118707,h2tg000003l_2632488
3,447.4822961,h2tg000003l_2632522
3,447.4834448,h2tg000003l_2632686
3,447.5046095,h2tg000003l_2635707
3,448.0417143,h2tg000003l_2642707
3,448.9615762,h2tg000003l_2654574
3,448.9648708,h2tg000003l_2654609
3,457.3621732,h2tg000003l_2671309
3,506.5600188,h2tg000003l_2688599
3,511.0101428,h2tg000003l_2688821
3,511.1623961,h2tg000003l_2691746
3,511.1853825,h2tg000003l_2691877
3,513.4787935,h2tg000003l_2692479
3,513.478797,h2tg000003l_2692506
3,513.4788314,h2tg000003l_2692544
3,513.499251,h2tg000003l_2693253
3,516.5852822,h2tg000003l_2698265
3,520.3354617,h2tg000003l_2700685
3,520.3726535,h2tg000003l_2701877
3,520.3734689,h2tg000003l_2701889
3,520.395223,h2tg000003l_2701929
3,537.0813684,h2tg000003l_2702838
3,539.297062,h2tg000003l_2702874
3,545.0472041,h2tg000003l_2703689
3,551.1575857,h2tg000003l_2704336
3,551.1578578,h2tg000003l_2704443
3,556.4790371,h2tg000003l_2706683
3,567.378115,h2tg000003l_2712250
3,574.5169965,h2tg000003l_2712298
3,578.0529884,h2tg000003l_2712369
3,578.0533292,h2tg000003l_2712384
3,578.05391,h2tg000003l_2712433
3,585.1017412,h2tg000003l_2712971
3,585.1042199,h2tg000003l_2712995
3,592.5341078,h2tg000003l_2714149
3,592.558048,h2tg000003l_2714182
3,597.4898674,h2tg000003l_2714474
3,598.2805932,h2tg000003l_2720418
3,600.9326759,h2tg000003l_2721261
3,600.9641924,h2tg000003l_2721356
3,611.2554499,h2tg000003l_2726848
3,611.4181702,h2tg000003l_2727077
3,612.7069251,h2tg000003l_2727522
3,612.8021941,h2tg000003l_2727539
3,612.8104344,h2tg000003l_2727662
3,612.8576101,h2tg000003l_2728619
3,614.9786695,h2tg000003l_2731942
3,614.9804593,h2tg000003l_2732002
3,621.7643205,h2tg000003l_2732685
3,622.0300587,h2tg000003l_2732715
3,629.1132792,h2tg000003l_2737522
3,629.1174096,h2tg000003l_2737525
3,629.1935762,h2tg000003l_2737570
3,631.3724973,h2tg000003l_2741455
3,635.0382042,h2tg000003l_2743551
3,635.3745114,h2tg000003l_2743761
3,636.4761374,h2tg000003l_2746854
3,636.5027597,h2tg000003l_2747024
3,641.7061284,h2tg000003l_2750459
3,641.8055595,h2tg000003l_2758473
3,641.8092517,h2tg000003l_2758949
3,651.1933825,h2tg000003l_2764928
3,654.6557683,h2tg000003l_2814750
3,655.644803,h2tg000003l_2814887
3,656.1163873,h2tg000003l_2814963
3,656.1165979,h2tg000003l_2814977
3,661.0760653,h2tg000003l_2815253
3,661.9898718,h2tg000003l_2816797
3,674.9756301,h2tg000003l_2822113
3,674.9781155,h2tg000003l_2822119
3,683.0471066,h2tg000003l_2822158
3,686.467375,h2tg000003l_2841682
3,692.0025887,h2tg000003l_2842040
3,692.0058517,h2tg000003l_2842103
3,701.7311438,h2tg000003l_2844060
3,703.6436034,h2tg000003l_2844266
3,707.4022938,h2tg000003l_2844638
3,707.4022977,h2tg000003l_2844658
3,711.7861105,h2tg000003l_2856326
3,712.8664184,h2tg000003l_2861729
3,712.8666537,h2tg000003l_2861917
3,713.6785071,h2tg000003l_2862446
3,714.7439651,h2tg000003l_2869188
3,715.0788186,h2tg000003l_2871348
3,717.0942782,h2tg000003l_2872905
3,723.2806603,h2tg000003l_2873695
3,725.7096423,h2tg000003l_2874037
3,725.7109331,h2tg000003l_2874050
3,726.8484026,h2tg000003l_2884258
3,726.8990522,h2tg000003l_2884483
3,726.9015252,h2tg000003l_2884494
3,729.4737684,h2tg000003l_2895185
3,737.7054308,h2tg000003l_2914604
3,737.8592995,h2tg000003l_2915702
3,743.3669437,h2tg000003l_2919468
3,743.3669542,h2tg000003l_2919471
3,750.7874281,h2tg000003l_2929648
3,750.7874324,h2tg000003l_2929653
3,750.7876999,h2tg000003l_2929788
3,750.799259,h2tg000003l_2929817
3,759.5442794,h2tg000003l_2936994
3,763.0957678,h2tg000003l_2937108
3,763.096284,h2tg000003l_2937116
3,763.0967021,h2tg000003l_2937273
3,764.2823402,h2tg000003l_3237006
3,764.6106525,h2tg000003l_3320727
3,764.6652466,h2tg000003l_3357896
3,764.9362539,h2tg000003l_3381901
3,764.9749058,h2tg000003l_3384102
3,769.3577713,h2tg000003l_3416195
3,770.8730648,h2tg000003l_3424562
3,771.5446508,h2tg000003l_3429207
3,775.4326279,h2tg000003l_3438681
3,777.7711311,h2tg000003l_3489435
3,779.6335213,h2tg000003l_3536030
3,780.381433,h2tg000003l_3557760
3,780.3814336,h2tg000003l_3557769
3,789.5213719,h2tg000003l_3559301
3,789.5261153,h2tg000003l_3559302
3,789.6213892,h2tg000003l_3559408
3,790.8215811,h2tg000003l_3565799
3,799.7608432,h2tg000003l_3580393
3,800.2789469,h2tg000003l_3581465
3,800.2789618,h2tg000003l_3581510
3,800.2789619,h2tg000003l_3581516
3,850.8675957,h2tg000003l_3582365
3,850.8676037,h2tg000003l_3582366
3,850.8676751,h2tg000003l_3582383
3,859.9062568,h2tg000003l_3678409
3,859.9078318,h2tg000003l_3678433
3,863.3724802,h2tg000003l_3680095
3,863.376115,h2tg000003l_3680129
3,863.3761202,h2tg000003l_3680131
3,863.376141,h2tg000003l_3680140
3,863.3765069,h2tg000003l_3680180
3,886.4711804,h2tg000003l_3698904
3,913.4984825,h2tg000003l_3704028
3,917.1317703,h2tg000003l_3710803
3,917.1624963,h2tg000003l_3711051
3,919.5239521,h2tg000003l_3734435
3,919.5243837,h2tg000003l_3734918
3,919.524564,h2tg000003l_3735180
3,919.5245641,h2tg000003l_3735203
3,919.5245642,h2tg000003l_3735672
3,919.5245643,h2tg000003l_3735673
3,919.5245644,h2tg000003l_3737236
3,919.5245645,h2tg000003l_3745231
3,919.5245646,h2tg000003l_3746676
3,919.5245647,h2tg000003l_3746709
3,919.5245648,h2tg000003l_3746843
3,919.524569,h2tg000003l_3747798
3,919.5245691,h2tg000003l_3747802
3,919.5245736,h2tg000003l_3748651
3,919.5245824,h2tg000003l_3750097
3,919.5245967,h2tg000003l_3750173
3,920.311885,h2tg000003l_3757314
3,920.3118851,h2tg000003l_3759386
3,920.3118852,h2tg000003l_3759490
3,920.3118853,h2tg000003l_3759497
3,920.3188854,h2tg000003l_3761487
3,920.3292151,h2tg000003l_3764424
3,920.3414854,h2tg000003l_3767535
3,920.3424598,h2tg000003l_3767673
3,920.3424607,h2tg000003l_3768608
3,921.297086,h2tg000003l_3774673
3,921.3189794,h2tg000003l_3774838
3,921.3189802,h2tg000003l_3774840
3,921.3193123,h2tg000003l_3774985
3,921.3669944,h2tg000003l_3795927
3,921.3670314,h2tg000003l_3796033
3,926.7268993,h2tg000003l_3802096
3,926.8059155,h2tg000003l_3802166
3,927.0775565,h2tg000003l_3802195
3,942.5898504,h2tg000003l_3802261
3,942.5908942,h2tg000003l_3802262
3,1038.020934,h2tg000003l_3812313
3,1038.06896,h2tg000003l_3812406
3,1038.077049,h2tg000003l_3812417
3,1844.001822,h2tg000003l_3812886
3,1844.001824,h2tg000003l_3812926
3,1851.888216,h2tg000003l_3813143
3,1852.077426,h2tg000003l_3813163
3,1854.736161,h2tg000003l_3814108
3,1859.589547,h2tg000003l_3814621
3,1859.600607,h2tg000003l_3814627
3,1861.218068,h2tg000003l_3814701
3,1864.189564,h2tg000003l_3814861
3,1875.903819,h2tg000003l_3828529
3,1877.59298,h2tg000003l_3831072
3,1881.022108,h2tg000003l_4159948
3,1882.484401,h2tg000003l_4823707
3,1882.640382,h2tg000003l_4895281
3,1883.564815,h2tg000003l_5316791
3,1896.897249,h2tg000003l_5731339
3,1896.897295,h2tg000003l_5731341
3,1899.88939,h2tg000003l_5851336
3,1902.08863,h2tg000003l_5861820
3,1902.088632,h2tg000003l_5861834
3,1902.088632,h2tg000003l_5861835
3,2708.013404,h2tg000003l_5887356
3,2708.020697,h2tg000003l_5887394
3,2708.020699,h2tg000003l_5887396
3,2708.020711,h2tg000003l_5887426
3,2708.175327,h2tg000003l_5905437
3,2708.175344,h2tg000003l_5905439
3,2708.176046,h2tg000003l_5905521
3,2709.35517,h2tg000003l_5953060
3,2709.639357,h2tg000003l_5971632
3,2709.645559,h2tg000003l_5972039
3,2709.678458,h2tg000003l_5974197
3,2709.681792,h2tg000003l_5974357
3,2709.681798,h2tg000003l_5974358
3,3515.60657,h2tg000003l_6417341
3,3515.607464,h2tg000003l_6417502
3,3515.607636,h2tg000003l_6417533
3,3523.992081,h2tg000003l_6967914
3,3523.99324,h2tg000003l_6968011
3,3527.102219,h2tg000003l_6969967
3,3529.431422,h2tg000003l_7021322
3,3529.431559,h2tg000003l_7021334
3,3536.70019,h2tg000003l_7044024
3,4342.624963,h2tg000003l_7080450
3,4342.625028,h2tg000003l_7080451
3,4342.629586,h2tg000003l_7080521
3,4351.877185,h2tg000003l_7192523
3,4361.340755,h2tg000003l_7306529
3,4387.496467,h2tg000003l_7973360
3,4387.496541,h2tg000003l_7973407
3,4393.723292,h2tg000003l_8128735
3,4393.7524,h2tg000003l_8129586
3,4393.823211,h2tg000003l_8131654
3,4396.208725,h2tg000003l_8146266
3,4396.229991,h2tg000003l_8146606
3,4405.122179,h2tg000003l_8151689
3,5211.046952,h2tg000003l_8164705
3,5211.087508,h2tg000003l_8165398
3,5211.087725,h2tg000003l_8165482
3,5211.260577,h2tg000003l_8165539
3,5211.341835,h2tg000003l_8165564
3,5255.933313,h2tg000003l_8166200
3,5276.392808,h2tg000003l_8166420
3,5276.771613,h2tg000003l_8167500
3,5277.634659,h2tg000003l_8169787
3,5279.295447,h2tg000003l_8173467
3,5279.29548,h2tg000003l_8173484
3,5287.842398,h2tg000003l_8193606
3,5292.773396,h2tg000003l_8196249
3,5296.903662,h2tg000003l_8200199
3,5296.90515,h2tg000003l_8200204
3,5296.905216,h2tg000003l_8200217
3,5296.905535,h2tg000003l_8200287
3,5296.914026,h2tg000003l_8200903
3,5296.914091,h2tg000003l_8200913
3,5296.919341,h2tg000003l_8201009
3,5298.664543,h2tg000003l_8201575
3,5299.695491,h2tg000003l_8201623
3,5311.328272,h2tg000003l_8202036
3,5313.428836,h2tg000003l_8213682
3,5319.191355,h2tg000003l_8222913
3,5332.143342,h2tg000003l_8247356
3,5355.295424,h2tg000003l_8517183
3,5355.298867,h2tg000003l_8517253
3,5355.903862,h2tg000003l_8529366
3,5355.938616,h2tg000003l_8530491
3,5355.938668,h2tg000003l_8530693
3,5355.938668,h2tg000003l_8530701
3,5355.9963,h2tg000003l_8530740
3,5356.416742,h2tg000003l_8531023
3,5356.741903,h2tg000003l_8531172
3,5360.253228,h2tg000003l_8531576
3,5360.299353,h2tg000003l_8531587
3,5398.708013,h2tg000003l_8531630
3,5434.733047,h2tg000003l_8540148
3,5434.733051,h2tg000003l_8540154
3,5434.733068,h2tg000003l_8540157
3,5439.936093,h2tg000003l_8567516
3,5445.066143,h2tg000003l_8599239
3,5445.066145,h2tg000003l_8599248
3,5445.066145,h2tg000003l_8599249
3,5461.762161,h2tg000003l_8599453
3,5461.762171,h2tg000003l_8599465
3,5461.763491,h2tg000003l_8599509
3,5461.763701,h2tg000003l_8599516
3,5476.865774,h2tg000003l_8602835
3,5476.865774,h2tg000003l_8602840
3,5476.865775,h2tg000003l_8602880
3,5477.484237,h2tg000003l_8603007
3,5482.621414,h2tg000003l_8603946
3,5486.224953,h2tg000003l_8604526
3,5487.003826,h2tg000003l_8604661
3,5489.960709,h2tg000003l_8605145
3,5489.960783,h2tg000003l_8605170
3,5495.483086,h2tg000003l_8605993
3,5497.24034,h2tg000003l_8606812
3,5497.288325,h2tg000003l_8607459
3,5502.513087,h2tg000003l_8634378
3,5503.504959,h2tg000003l_8636007
3,5503.593795,h2tg000003l_8636156
3,5503.855432,h2tg000003l_8636693
3,5510.16358,h2tg000003l_8636731
3,5510.734977,h2tg000003l_8636735
3,5521.84376,h2tg000003l_8660213
3,5522.070169,h2tg000003l_8662391
3,5522.074588,h2tg000003l_8662742
3,5522.081718,h2tg000003l_8663320
3,5522.081888,h2tg000003l_8663325
3,5522.084655,h2tg000003l_8663391
3,5531.010534,h2tg000003l_8663465
3,5531.043414,h2tg000003l_8663508
3,5531.824358,h2tg000003l_8663870
3,5531.825011,h2tg000003l_8663950
3,5539.4164,h2tg000003l_8669916
3,5544.852666,h2tg000003l_8687088
3,5547.070502,h2tg000003l_8694698
3,5547.071686,h2tg000003l_8694721
3,5547.074065,h2tg000003l_8694756
3,5547.084241,h2tg000003l_8696175
3,5547.084252,h2tg000003l_8696178
3,5547.08476,h2tg000003l_8696319
3,5547.094462,h2tg000003l_8698993
3,5547.101993,h2tg000003l_8705063
3,5547.101997,h2tg000003l_8705070
3,5547.102065,h2tg000003l_8705199
3,5547.103205,h2tg000003l_8705793
3,5547.103207,h2tg000003l_8705794
3,5547.11653,h2tg000003l_8705914
3,5547.361348,h2tg000003l_8707219
3,5552.927532,h2tg000003l_8733188
3,5554.171676,h2tg000003l_8739654
3,5554.173894,h2tg000003l_8739665
3,5554.176737,h2tg000003l_8739677
3,5557.097728,h2tg000003l_8741529
3,5558.24858,h2tg000003l_8754501
3,5558.248582,h2tg000003l_8754522
3,5564.131797,h2tg000003l_8757180
3,5564.148899,h2tg000003l_8757189
3,5564.186925,h2tg000003l_8757209
3,5570.773802,h2tg000003l_8760132
3,5571.04059,h2tg000003l_8760223
3,5578.15689,h2tg000003l_8762251
3,5578.156891,h2tg000003l_8762275
3,5578.483118,h2tg000003l_8762428
3,5578.483194,h2tg000003l_8762429
3,5590.840786,h2tg000003l_8763726
3,5590.882382,h2tg000003l_8763738
3,5592.694285,h2tg000003l_8763831
3,5604.289178,h2tg000003l_8765288
3,5604.289182,h2tg000003l_8765308
3,5612.067966,h2tg000003l_8765419
3,5635.396482,h2tg000003l_8783642
3,5635.414499,h2tg000003l_8783983
3,5635.443719,h2tg000003l_8785535
3,5635.44372,h2tg000003l_8785536
3,5647.829827,h2tg000003l_8785802
3,5648.515962,h2tg000003l_8785804
3,5658.019782,h2tg000003l_8793383
3,5658.019783,h2tg000003l_8793387
3,5658.021528,h2tg000003l_8793413
3,5663.114111,h2tg000003l_8798458
3,5671.248719,h2tg000003l_8805933
3,5671.248766,h2tg000003l_8805934
3,5671.397933,h2tg000003l_8805962
3,5685.000479,h2tg000003l_8807785
3,5686.713293,h2tg000003l_8807888
3,5686.718524,h2tg000003l_8807905
3,5706.798068,h2tg000003l_8808287
3,5706.890314,h2tg000003l_8808399
3,5707.174798,h2tg000003l_8808442
3,5707.306641,h2tg000003l_8808462
3,5707.579914,h2tg000003l_8809272
3,5730.423978,h2tg000003l_8810569
3,5760.970213,h2tg000003l_8812040
3,5760.981896,h2tg000003l_8812074
3,6566.906668,h2tg000003l_8813677
3,6571.976737,h2tg000003l_8815332
3,6583.667523,h2tg000003l_8818876
3,6588.240443,h2tg000003l_8820533
3,6588.527777,h2tg000003l_8820548
3,6590.179364,h2tg000003l_8820578
3,6590.338455,h2tg000003l_8820581
3,6593.788864,h2tg000003l_8833217
3,6593.825218,h2tg000003l_8833361
3,6593.983454,h2tg000003l_8833986
3,6593.984253,h2tg000003l_8834002
3,6620.53325,h2tg000003l_8836746
3,6620.533252,h2tg000003l_8836790
3,6620.533252,h2tg000003l_8836791
3,6621.304587,h2tg000003l_8836905
3,6634.237701,h2tg000003l_8837488
3,6634.244271,h2tg000003l_8837675
3,6639.922365,h2tg000003l_8838496
3,6650.894927,h2tg000003l_8839559
3,6655.651349,h2tg000003l_8839648
3,6655.760183,h2tg000003l_8839691
3,6661.05566,h2tg000003l_8839943
3,6666.766676,h2tg000003l_8842947
3,6666.766822,h2tg000003l_8842952
3,6696.316084,h2tg000003l_8843917
3,6696.318352,h2tg000003l_8843935
3,6713.680765,h2tg000003l_8845088
3,6713.727365,h2tg000003l_8845099
3,6713.859193,h2tg000003l_8845145
3,6716.694422,h2tg000003l_8846958
3,6720.065761,h2tg000003l_8847202
3,6722.194872,h2tg000003l_8856970
3,6758.612008,h2tg000003l_8857244
3,6761.405237,h2tg000003l_8857965
3,6766.62091,h2tg000003l_8857974
3,6766.743653,h2tg000003l_8858673
3,6774.336023,h2tg000003l_8859312
3,6778.346751,h2tg000003l_8859473
3,6786.284413,h2tg000003l_8859499
3,6786.287046,h2tg000003l_8859566
3,6837.480432,h2tg000003l_8875316
3,6837.504005,h2tg000003l_8875384
3,6837.680931,h2tg000003l_8877142
3,6837.680934,h2tg000003l_8877143
3,6845.454208,h2tg000003l_8878996
3,6845.518517,h2tg000003l_8879014
3,6887.862529,h2tg000003l_8879116
3,6893.926087,h2tg000003l_8899921
3,6943.903554,h2tg000003l_8903793
3,6944.161715,h2tg000003l_8903916
3,6990.315638,h2tg000003l_8904103
3,6990.408818,h2tg000003l_8908942
3,6999.983426,h2tg000003l_8910662
3,6999.9845,h2tg000003l_8910693
3,7003.831414,h2tg000003l_8911530
3,7004.365246,h2tg000003l_8911675
3,7006.223593,h2tg000003l_8912669
3,7006.661545,h2tg000003l_8912886
3,7006.662811,h2tg000003l_8912897
3,7010.584105,h2tg000003l_8913851
3,7014.490694,h2tg000003l_9046784
3,7014.491645,h2tg000003l_9046819
3,7014.491998,h2tg000003l_9046832
3,7015.504182,h2tg000003l_9078661
3,7015.563789,h2tg000003l_9083679
3,7018.192841,h2tg000003l_9439941
3,7018.192841,h2tg000003l_9439942
3,7020.250768,h2tg000003l_9441196
3,7021.764002,h2tg000003l_9443668
3,7021.919709,h2tg000003l_9444033
3,7022.925241,h2tg000003l_9444943
3,7026.103521,h2tg000003l_9445657
3,7026.103521,h2tg000003l_9445659
3,7032.333605,h2tg000003l_9445725
3,7032.493809,h2tg000003l_9445759
3,7032.493809,h2tg000003l_9445760
3,7042.218762,h2tg000003l_9446353
3,7042.224332,h2tg000003l_9447071
3,7048.336648,h2tg000003l_9447165
3,7052.846955,h2tg000003l_9447712
3,7052.848653,h2tg000003l_9447757
3,7053.01193,h2tg000003l_9447856
3,7053.018501,h2tg000003l_9447860
3,7054.219178,h2tg000003l_9448569
3,7061.200479,h2tg000003l_9449019
3,7061.207234,h2tg000003l_9449148
3,7064.646287,h2tg000003l_9449404
3,7067.052402,h2tg000003l_9451793
3,7067.052442,h2tg000003l_9451810
3,7068.151683,h2tg000003l_9451926
3,7072.388575,h2tg000003l_9453293
3,7074.367246,h2tg000003l_9453449
3,7081.199948,h2tg000003l_9453501
3,7084.48562,h2tg000003l_9453566
